1657747558035,30.627,0.09756097,0.05,0.1,0.1,0.14285715,0.18181819,0.0952381,0.0,0.2,35.9,36.600002,35.9,37.300003,37.300003,37.600002,37.300003,37.9,37.9,39.300003,34.9,35.300003,4216810,-583191,1075200,1075200,1075200,1075200,1075200,1075200,652800,1401600,1732167,80456,234015,1827438,77835,227740,827130,104604,209039,812819,110371,218428,583193,74879,210655,570133,74484,213305,380608,96517,214962,288210,79715,209623,1471991365,139163254,4746957503,1512902806,133399018,4737704221,805560100,211456757,5254692884,794179562,223419821,5320561231,518783608,151747410,5524647574,514660322,153564250,5527097652,316139123,246571154,6015855336,242140129,203368175,6037769318,-1.0,-1.0
1657747559025,30.633001,0.19871795,0.09090909,0.1,0.10526316,0.18181819,0.8947368,0.1904762,0.1,0.15,34.9,34.9,34.600002,35.300003,35.300003,35.300003,34.9,34.9,35.300003,35.600002,33.9,33.9,4233744,-306396,1075200,1075200,1075200,1075200,1075200,1075200,652800,1401600,459,0,0,764,0,0,300,48,83,374,58,100,336,23,72,295,42,99,105,22,75,91,11,67,763727,0,0,791271,0,0,304450,113447,329547,333789,120116,301302,226512,46213,445277,267379,83649,416164,81994,64306,697721,40432,23299,508915,-1.0,-1.0
1657747560028,30.636002,0.11042945,0.0,0.0,0.1,0.1,0.1,0.2173913,0.0952381,0.25,34.300003,34.600002,33.9,34.300003,34.300003,34.600002,34.600002,34.600002,34.600002,35.300003,33.600002,33.600002,4240167,-189514,1075200,1075200,1075200,1075200,1075200,1075200,652800,1401600,236,2,12,468,14,55,224,39,108,141,35,62,48,4,30,180,26,55,12,9,47,13,2,43,405312,5040,501566,450716,28700,419744,206132,76293,583396,147751,82990,620551,61588,5936,505486,191476,64514,650753,26350,29314,879562,21175,9837,840286,-1.0,-1.0
1657747561032,30.652002,0.45410627,0.36,0.5,0.46153846,0.5,0.5,0.5,0.34615386,0.46153846,35.9,35.9,35.600002,36.300003,36.300003,36.300003,36.300003,35.9,36.600002,36.9,34.9,35.300003,4210192,-555725,1075200,1075200,1075200,1075200,1075200,1075200,652800,1401600,1058,0,0,1103,0,0,921,3,11,752,9,12,681,3,10,479,7,8,369,3,26,333,0,14,804004,0,0,819340,0,0,748586,9603,58916,762245,18696,57278,733080,4326,109949,638407,13034,43905,827977,16804,91647,627817,0,76315,-1.0,-1.0
1657747562151,30.652002,0.15625,0.13043478,0.13636364,0.125,0.16666667,0.125,0.24,0.125,0.22222222,35.9,35.9,35.9,36.300003,36.600002,36.300003,36.300003,35.600002,35.9,35.9,34.600002,34.9,4238804,-223694,1075200,1075200,1075200,1075200,1075200,1075200,652800,1401600,677,0,4,910,0,8,451,25,66,581,55,57,423,13,38,340,12,48,308,25,69,189,10,52,693751,0,90984,703956,2473,73278,359998,43164,383349,392705,123428,242669,299323,19674,348998,297977,20872,323166,267449,48671,497733,122729,18677,489453,-1.0,-1.0
1657747563202,30.655,0.28333333,0.27272728,0.47826087,0.3043478,0.45833334,0.36363637,0.3043478,0.045454547,0.13043478,35.300003,35.300003,34.9,35.300003,35.300003,35.300003,34.9,35.300003,35.300003,35.9,34.300003,34.600002,4228488,-327759,1075200,1075200,1075200,1075200,1075200,1075200,652800,1401600,587,5,18,695,7,44,387,20,67,343,45,72,259,32,73,225,19,77,50,17,101,132,13,100,598508,9060,288749,619093,2366,268285,246942,34463,638495,279224,73083,517772,217947,88721,507094,205706,28105,492884,84433,75706,809977,138065,17449,793062,67.03952795031056,1.333031055900621
1657747564270,30.665,0.14534883,0.09090909,0.21052632,0.13636364,0.14285715,0.09090909,0.3478261,0.045454547,0.09090909,37.300003,37.300003,36.600002,36.9,36.9,36.600002,35.9,36.600002,36.300003,36.9,36.300003,35.9,4166983,-1120301,1075200,1075200,1075200,1075200,1075200,1075200,652800,1401600,481,17,54,894,28,36,337,50,106,403,57,83,337,40,81,274,37,88,130,47,150,321,71,138,526733,17754,273428,635853,30715,76537,276874,85698,448204,361472,104136,305164,284489,88903,417972,228801,82269,449924,131160,129903,769625,250243,134207,525252,212.90504347826086,0.48188819875776395
1657747565368,30.678001,0.116504855,0.03846154,0.28,0.115384616,0.2857143,0.04,0.08,0.074074075,0.08,37.300003,37.600002,36.9,36.9,36.9,36.600002,36.600002,36.9,36.9,37.300003,36.600002,36.600002,4160755,-1044617,1075200,1075200,1075200,1075200,1075200,1075200,652800,1401600,345,32,73,792,36,67,303,79,104,511,77,81,145,34,85,161,34,56,133,62,169,418,100,173,532966,60384,384081,705879,41839,108439,351876,143713,435585,514434,141336,196000,161839,97994,675100,156041,73953,503319,140426,165491,706357,379255,172664,436164,274.49480930232556,0.4501829457364341
1657747566448,30.710001,0.29441625,0.15384616,0.2173913,0.083333336,0.32,1.0,0.13043478,0.23076923,0.16666667,38.300003,37.9,36.9,37.600002,37.600002,37.300003,36.9,37.300003,37.600002,37.600002,37.300003,36.600002,4163869,-1021729,1075200,1075200,1075200,1075200,1075200,1075200,652800,1401600,423,51,75,752,41,72,300,59,104,428,70,86,210,40,69,128,8,45,99,65,171,381,102,180,516757,102668,317083,681779,57410,97885,332909,87892,480277,462828,132074,232104,216751,67971,573724,81388,12756,676448,132655,166259,745498,341004,184315,485879,341.51061889250815,0.5054332247557003
1657747567501,30.764002,0.18435754,0.13043478,0.3043478,0.05263158,0.26086956,0.0952381,0.17391305,0.0952381,0.0952381,38.9,38.600002,38.300003,38.300003,38.300003,38.300003,37.9,38.300003,38.300003,38.300003,37.9,37.9,4154137,-1096802,1075200,1075200,1075200,1075200,1075200,1075200,652800,1401600,492,50,60,729,48,52,228,47,101,509,87,72,61,5,29,298,63,99,132,62,180,372,80,144,610903,100633,158203,682377,70416,72939,208449,119434,525823,485046,172461,191114,63592,10036,346421,271526,141406,427777,156503,174742,629602,300074,118584,355206,400.1804503311259,0.4587019867549669
1657747568514,30.821001,0.13366337,0.15384616,0.32,0.07692308,0.16666667,0.07692308,0.15384616,0.115384616,0.115384616,39.300003,38.9,38.600002,38.600002,38.600002,38.300003,37.9,38.600002,38.300003,38.9,38.300003,37.9,4152969,-1166993,1075200,1075200,1075200,1075200,1075200,1075200,652800,1401600,470,41,44,704,43,60,345,77,91,478,68,83,135,23,79,108,25,48,117,44,147,375,84,159,512396,65413,282335,659342,64439,93063,328215,164832,372437,474419,116618,173927,136569,60096,581385,126048,43789,417210,141722,118939,672622,349219,157510,433516,487.7921267828843,0.514890649762282
1657747569581,30.891,0.19186047,0.09090909,0.3478261,0.18181819,0.3043478,0.17391305,0.4090909,0.13043478,0.13636364,39.600002,39.600002,38.600002,38.9,38.9,38.600002,38.600002,38.9,38.9,38.9,38.9,38.300003,4165426,-1042176,1075200,1075200,1075200,1075200,1075200,1075200,652800,1401600,639,54,46,857,30,38,195,48,91,511,62,75,124,15,44,173,35,68,125,56,183,462,142,142,697917,96767,79240,721015,34178,60306,165319,99022,650665,500347,118334,216606,122878,38383,567227,157050,67186,576079,146098,155745,722720,382041,232133,360249,534.9866666666667,0.5329150326797386
